name,logo,appid,type,steam_appid,is_free,supported_languages,developers,publishers,price_overview,original_price,discounted_price,platforms,genres,achievements,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews
"Warhammer 40,000: Space Marine 2",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2183900/390a97b1cffe571eed0862e7fafa27de89144a41/capsule_sm_120_alt_assets_4.jpg?t=1741257806,2183900,game,2183900,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Russian<strong>*</strong>, Czech, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil, Simplified Chinese<strong>*</strong>, Spanish - Latin America, Traditional Chinese, Turkish, Ukrainian, Thai<br><strong>*</strong>languages with full audio support",['Saber Interactive'],['Focus Entertainment'],"38,99€","59,99€","38,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",50.0,20,8,Very Positive,60296,9650,69946
WWE 2K25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878960/e982af853388882a4a7c527d79a96c0f2e8b19cb/capsule_sm_120.jpg?t=1741325044,2878960,game,2878960,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic<br><strong>*</strong>languages with full audio support",['Visual Concepts'],['2K'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Sports']",,6,0,6 user reviews,6,0,6
Forza Horizon 5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1551360/capsule_sm_120.jpg?t=1741106928,1551360,game,1551360,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech, Hungarian, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<strong>*</strong>, Turkish<br><strong>*</strong>languages with full audio support",['Playground Games'],['Xbox Game Studios'],"29,99€","59,99€","29,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Racing', 'Simulation', 'Sports']",147.0,20,8,Very Positive,66217,8576,74793
Two Point Museum,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2185060/capsule_sm_120.jpg?t=1741112164,2185060,game,2185060,False,"English<strong>*</strong>, French, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese<strong>*</strong>, Traditional Chinese, Turkish, Polish<br><strong>*</strong>languages with full audio support",['Two Point Studios'],['SEGA'],"29,99€",,"29,99€","{'windows': True, 'mac': True, 'linux': True}","['Casual', 'Indie', 'Simulation', 'Strategy']",35.0,20,9,Overwhelmingly Positive,738,18,756
Kingdom Come: Deliverance II,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1771300/93e28946c46f09d761bbfab1e17e8c1c4a8323a0/capsule_sm_120.jpg?t=1739812122,1771300,game,1771300,False,"English<strong>*</strong>, Italian, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Turkish, Russian, Ukrainian<br><strong>*</strong>languages with full audio support",['Warhorse Studios'],['Deep Silver'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",48.0,20,8,Very Positive,25537,2121,27658
Sekiro™: Shadows Die Twice - GOTY Edition,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/814380/capsule_sm_120.jpg?t=1726158438,814380,game,814380,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Russian, Simplified Chinese, Thai, Traditional Chinese, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","['FromSoftware, Inc.']","['Activision (Excluding Japan and Asia)', 'FromSoftware, Inc. (Japan)', '方块游戏 (Asia)']","29,99€","59,99€","29,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",34.0,20,8,Very Positive,71905,4751,76656
RoboCop: Rogue City,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1681430/capsule_sm_120.jpg?t=1726665689,1681430,game,1681430,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Simplified Chinese<br><strong>*</strong>languages with full audio support",['Teyon'],['Nacon'],"9,99€","49,99€","9,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",27.0,20,8,Very Positive,6457,747,7204
The Sims™ 4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1222670/20f1b36f311b56cd6863fa9bc909abab482792df/capsule_sm_120_alt_assets_7.jpg?t=1740506448,1222670,game,1222670,True,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish, Finnish, Traditional Chinese, Simplified Chinese, Korean",['Maxis'],['Electronic Arts'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Adventure', 'Casual', 'Simulation', 'Free To Play']",,20,8,Very Positive,38990,5083,44073
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1932640/59838dd70e49aa7c0128921378f509f21fdf242e/capsule_sm_120.jpg?t=1741248127,1932640,game,1932640,False,"English, French, Italian, German, Simplified Chinese, Traditional Chinese, Japanese, Spanish - Latin America",['KONAMI'],['KONAMI'],"49,99€",,"49,99€","{'windows': True, 'mac': False, 'linux': False}",['RPG'],56.0,20,8,Very Positive,177,5,182
EA SPORTS FC™ 25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2669320/62133559db3c4666ba5c1e55125093aa5f4d27fa/capsule_sm_120.jpg?t=1740132694,2669320,game,2669320,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech, Danish, Dutch<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Norwegian, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Swedish, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","['EA Canada', 'EA Romania']",['Electronic Arts'],"20,99€","69,99€","20,99€","{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Sports']",39.0,20,5,Mixed,7512,8452,15964
Rust,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/252490/21aac0b6e20e1ba12f635e7deb730e32a51afbd5/capsule_sm_120.jpg?t=1738927718,252490,game,252490,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Turkish<strong>*</strong>, Arabic, Czech, Danish, Dutch, Finnish, Greek, Norwegian, Portuguese - Brazil, Spanish - Latin America, Swedish, Traditional Chinese, Vietnamese<br><strong>*</strong>languages with full audio support",['Facepunch Studios'],['Facepunch Studios'],"39,99€",,"39,99€","{'windows': True, 'mac': True, 'linux': False}","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",92.0,20,8,Very Positive,419339,61867,481206
Kingdom Come: Deliverance Royal Edition,https://shared.fastly.steamstatic.com/store_item_assets/steam/subs/368776/capsule_sm_120.jpg?t=1559270622,368776,,,,,,,,,,,,,0,0,No user reviews,0,0,0
Kingdom Come: Deliverance,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/379430/capsule_sm_120.jpg?t=1740131196,379430,game,379430,False,"English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain, Czech<strong>*</strong>, Polish, Russian, Italian, Simplified Chinese, Turkish, Korean, Ukrainian, Portuguese - Brazil, Portuguese - Portugal, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support",['Warhorse Studios'],"['Warhorse Studios', 'Deep Silver']","7,49€","29,99€","7,49€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",82.0,20,8,Very Positive,44054,8832,52886
War Thunder,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/236390/7ccd42d6e2be24017f20c19f1f940f6a32a2573f/capsule_sm_120.jpg?t=1740747992,236390,game,236390,True,"English<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Simplified Chinese, Russian<strong>*</strong>, Japanese<strong>*</strong>, Polish<strong>*</strong>, Czech<strong>*</strong>, Turkish<strong>*</strong>, Portuguese - Portugal, Korean, Portuguese - Brazil, Hungarian, Ukrainian, Traditional Chinese, Romanian<br><strong>*</strong>languages with full audio support",['Gaijin Entertainment'],['Gaijin Network Ltd'],,,,"{'windows': True, 'mac': True, 'linux': True}","['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']",88.0,3,5,Mixed,528,240,768
Warframe,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/230410/8d788a31ea9c89b00bc031d8526f6ad55b6f3e30/capsule_sm_120.jpg?t=1740594560,230410,game,230410,True,"English<strong>*</strong>, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Polish, Portuguese - Brazil, Traditional Chinese, Turkish, Ukrainian, Thai<br><strong>*</strong>languages with full audio support",['Digital Extremes'],['Digital Extremes'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG', 'Free To Play']",193.0,5,8,Very Positive,1002,136,1138
Hearts of Iron IV,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/394360/08a0a8f6c28071017611aa39b835c193a27f2518/capsule_sm_120.jpg?t=1741248953,394360,game,394360,False,"English, French, German, Polish, Portuguese - Brazil, Russian, Spanish - Spain, Japanese, Simplified Chinese",['Paradox Development Studio'],['Paradox Interactive'],"14,99€","49,99€","14,99€","{'windows': True, 'mac': True, 'linux': True}","['Simulation', 'Strategy']",249.0,20,8,Very Positive,99386,8805,108191
Limbus Company,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1973530/capsule_sm_120.jpg?t=1728532474,1973530,game,1973530,True,"English, Japanese, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",['ProjectMoon'],['ProjectMoon'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG', 'Strategy']",,0,0,No user reviews,0,0,0
Apex Legends™,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1172470/7d3e05f336b7be33086089dd968e45fb0867ea14/capsule_sm_120.jpg?t=1741192528,1172470,game,1172470,True,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese, Spanish - Latin America, Arabic<br><strong>*</strong>languages with full audio support",['Respawn'],['Electronic Arts'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Free To Play']",12.0,5,8,Very Positive,811,202,1013
Sid Meier's Civilization VII,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1295660/56f256d5776521616d8842cd435f97b22de655cd/capsule_sm_120.jpg?t=1741195489,1295660,game,1295660,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support",['Firaxis Games'],['2K'],"69,99€",,"69,99€","{'windows': True, 'mac': True, 'linux': True}","['Simulation', 'Strategy']",37.0,20,5,Mixed,9571,8361,17932
Anno 1800,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/916440/capsule_sm_120.jpg?t=1739894341,916440,game,916440,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Korean, Polish, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Ubisoft Mainz'],['Ubisoft'],"5,99€","59,99€","5,99€","{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Strategy']",112.0,20,6,Mostly Positive,6577,1753,8330
Dota 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/570/capsule_sm_120.jpg?t=1739210483,570,game,570,True,"Bulgarian, Czech, Danish, Dutch, English<strong>*</strong>, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean<strong>*</strong>, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese<strong>*</strong>, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Spanish - Latin America, Vietnamese<br><strong>*</strong>languages with full audio support",['Valve'],['Valve'],,,,"{'windows': True, 'mac': True, 'linux': True}","['Action', 'Strategy', 'Free To Play']",,8,8,Very Positive,5420,668,6088
Assassin’s Creed Shadows,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3159330/c203021137350bf9d6a0cb0ea1d1edf71c7e3084/capsule_sm_120.jpg?t=1741276560,3159330,game,3159330,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Traditional Chinese, Polish<br><strong>*</strong>languages with full audio support","['Ubisoft Quebec', 'Ubisoft Belgrade', 'Ubisoft Bordeaux', 'Ubisoft Bucharest & Craiova', 'Ubisoft Chengdu', 'Ubisoft Montpellier', 'Ubisoft Montreal', 'Ubisoft Osaka', 'Ubisoft Philippines', 'Ubisoft Shanghai', 'Ubisoft Singapore', 'Ubisoft Sofia', 'Ubisoft Ukraine']",['Ubisoft'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",,0,0,No user reviews,0,0,0
NBA 2K25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878980/capsule_sm_120.jpg?t=1740153913,2878980,game,2878980,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Visual Concepts'],['2K'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Sports']",46.0,20,5,Mixed,4446,2495,6941
Path of Exile 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/capsule_sm_120.jpg?t=1736126604,2694490,game,2694490,False,"English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Thai<br><strong>*</strong>languages with full audio support",['Grinding Gear Games'],['Grinding Gear Games'],"27,75€",,"27,75€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",,20,8,Very Positive,52365,11931,64296
Grand Theft Auto V Enhanced,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3240220/a318bd9affe8eee32984b18794b273c256e9b2d6/capsule_sm_120.jpg?t=1741098102,3240220,game,3240220,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Rockstar North'],['Rockstar Games'],"14,99€","29,98€","14,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Racing']",77.0,20,5,Mixed,2210,2614,4824
Detroit: Become Human,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1222140/capsule_sm_120.jpg?t=1667468479,1222140,game,1222140,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech, Danish, Finnish, Greek, Hungarian, Japanese<strong>*</strong>, Korean, Norwegian, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Swedish, Turkish, Dutch, Russian<strong>*</strong>, Traditional Chinese, Simplified Chinese<br><strong>*</strong>languages with full audio support",['Quantic Dream'],['Quantic Dream'],"11,99€","39,99€","11,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",48.0,20,8,Very Positive,33197,1976,35173
HELLDIVERS™ 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/2097f73bc73e84ff9928e8e65b6328800054da57/capsule_sm_120.jpg?t=1741137570,553850,game,553850,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],"39,99€",,"39,99€","{'windows': True, 'mac': False, 'linux': False}",['Action'],38.0,20,8,Very Positive,450108,99836,549944
Delta Force,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2507950/b029b3c8740b9ceb997ad832ea12afa20652df1b/capsule_sm_120_alt_assets_2.jpg?t=1741233602,2507950,game,2507950,True,"English<strong>*</strong>, Simplified Chinese<strong>*</strong>, French, German, Russian, Spanish - Latin America, Arabic, Japanese, Korean, Portuguese - Brazil, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['Team Jade'],['TiMi Studio Group'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",53.0,0,0,No user reviews,0,0,0
Snowbreak: Containment Zone,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2668080/capsule_sm_120.jpg?t=1741232007,2668080,game,2668080,True,"English<strong>*</strong>, French, German, Japanese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Korean, Indonesian, Traditional Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Amazing Seasun Games'],['Amazing Seasun Games'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",,0,0,No user reviews,0,0,0
Baldur's Gate 3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1086940/capsule_sm_120.jpg?t=1740386911,1086940,game,1086940,False,"English<strong>*</strong>, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil, Italian, Spanish - Latin America, Traditional Chinese, Ukrainian, Korean, Japanese<br><strong>*</strong>languages with full audio support",['Larian Studios'],['Larian Studios'],"59,99€",,"59,99€","{'windows': True, 'mac': True, 'linux': False}","['Adventure', 'RPG', 'Strategy']",54.0,20,9,Overwhelmingly Positive,381187,12291,393478
PGA TOUR 2K25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2385530/0da4393a00dc8bbf857cd725fb45814be20546a7/capsule_sm_120.jpg?t=1740719844,2385530,game,2385530,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['HB Studios'],['2K'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['RPG', 'Simulation', 'Sports']",35.0,20,5,Mixed,502,295,797
Dead by Daylight,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/381210/capsule_sm_120.jpg?t=1738165502,381210,game,381210,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Thai, Traditional Chinese, Japanese<strong>*</strong>, Korean, Polish, Spanish - Latin America, Turkish<br><strong>*</strong>languages with full audio support",['Behaviour Interactive Inc.'],['Behaviour Interactive Inc.'],"19,99€",,"19,99€","{'windows': True, 'mac': False, 'linux': False}",['Action'],270.0,20,8,Very Positive,173096,41453,214549
ELDEN RING,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1245620/capsule_sm_120.jpg?t=1739922037,1245620,game,1245620,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Arabic<br><strong>*</strong>languages with full audio support","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG']",42.0,20,8,Very Positive,372936,22920,395856
